Name,Address,City,State,Zip,Last update,Image count,Num bedrooms,Rent,Pets Allowed,Income,Num_of_Households
Avalon Ballston Square,850 N Randolph St, Arlington,VA,22203,5 hrs,Not specified,2.0,2586.0,Contact Management,1296816,13400
Virginia Square,901 N Nelson St, Arlington,VA,22203,New,23,2.0,3170.0,Contact Management,1296816,13400
Ballston Park,351 N Glebe Rd, Arlington,VA,22203,1 day,51,3.0,2810.0,Contact Management,1296816,13400
Meridian at Ballston Commons,900 N Stuart St, Arlington,VA,22203,1 day,61,2.0,3860.0,Contact Management,1296816,13400
Quincy Plaza,3900 N Fairfax Dr, Arlington,VA,22203,1 day,55,3.0,4195.0,Contact Management,1296816,13400
Liberty Tower,818 N Quincy St, Arlington,VA,22203,New,Not specified,2.0,3205.0,Contact Management,1296816,13400
Henderson Park,4301 N Henderson Rd, Arlington,VA,22203,4 days,Not specified,3.0,3365.0,Contact Management,1296816,13400
Birchwood,525-545 N Pollard St, Arlington,VA,22203,4 days,Not specified,3.0,3595.0,Contact Management,1296816,13400
The Amelia,816 N Oakland St, Arlington,VA,22203,1 wk,Not specified,2.0,3495.0,Contact Management,1296816,13400
CLARENDON COURT,3825 7th St N, Arlington,VA,22203,2 wks,Not specified,3.0,,Contact Management,1296816,13400
The Carlin,4300 N Carlin Springs Rd, Arlington,VA,22203,2 wks,Not specified,2.0,,Contact Management,1296816,13400
3800 Fairfax Dr Unit 1601,3800 Fairfax Dr Unit 1601,Arlington,VA,22203,11 hrs,Not specified,,1900.0,Contact Management,1296816,13400
880 N Pollard St Unit 726,880 N Pollard St Unit 726,Arlington,VA,22203,1 day,Not specified,,1900.0,Contact Management,1296816,13400
926 N Buchanan St,926 N Buchanan St,Arlington,VA,22203,4 days,Not specified,,5000.0,Contact Management,1296816,13400
3835 9th St N Unit 404W,3835 9th St N Unit 404W,Arlington,VA,22203,2 wks,Not specified,,2200.0,Contact Management,1296816,13400
4743 Arlington Blvd,4743 Arlington Blvd,Arlington,VA,22203,2 hrs,Not specified,,2400.0,Contact Management,1296816,13400
760 N Vermont St Unit 760,760 N Vermont St Unit 760,Arlington,VA,22203,3 hrs,Not specified,,2975.0,Contact Management,1296816,13400
900 N Stafford St Unit 1107,900 N Stafford St Unit 1107,Arlington,VA,22203,3 hrs,Not specified,,2590.0,Contact Management,1296816,13400
537 N Piedmont St,537 N Piedmont St,Arlington,VA,22203,3 hrs,Not specified,,4200.0,Contact Management,1296816,13400
4141 N Henderson Rd Unit 108,4141 N Henderson Rd Unit 108,Arlington,VA,22203,3 hrs,Not specified,,1295.0,Contact Management,1296816,13400
625 N Oakland St,625 N Oakland St,Arlington,VA,22203,3 hrs,Not specified,,3575.0,Contact Management,1296816,13400
844 N Burlington St,844 N Burlington St,Arlington,VA,22203,3 hrs,Not specified,,2295.0,Contact Management,1296816,13400
626 N George Mason Dr,626 N George Mason Dr,Arlington,VA,22203,3 hrs,Not specified,,1195.0,Contact Management,1296816,13400
4376 N Pershing Dr Unit 43763,4376 N Pershing Dr Unit 43763,Arlington,VA,22203,3 hrs,Not specified,,1500.0,Contact Management,1296816,13400
32 N Oakland St,32 N Oakland St,Arlington,VA,22203,3 hrs,Not specified,,2195.0,Contact Management,1296816,13400
3800 Fairfax Dr Unit 102,3800 Fairfax Dr Unit 102,Arlington,VA,22203,3 hrs,Not specified,,3795.0,Contact Management,1296816,13400
5229 5th St N,5229 5th St N,Arlington,VA,22203,3 hrs,Not specified,,2575.0,Contact Management,1296816,13400
3835 9th St N Unit 1007E,3835 9th St N Unit 1007E,Arlington,VA,22203,3 hrs,Not specified,2.0,2350.0,Contact Management,1296816,13400
880 N Pollard St Unit 724,880 N Pollard St Unit 724,Arlington,VA,22203,3 hrs,Not specified,,2600.0,Contact Management,1296816,13400
820 N Pollard St Unit 207,820 N Pollard St Unit 207,Arlington,VA,22203,New,Not specified,,2095.0,Contact Management,1296816,13400
4141 N Henderson Rd Unit 925,4141 N Henderson Rd Unit 925,Arlington,VA,22203,3 hrs,Not specified,,1850.0,Contact Management,1296816,13400
888 N QUINCY St Unit 609,888 N QUINCY St Unit 609,Arlington,VA,22203,3 hrs,Not specified,,2650.0,Contact Management,1296816,13400
4141 N Henderson Rd Unit 515,4141 N Henderson Rd Unit 515,Arlington,VA,22203,3 hrs,Not specified,,1450.0,Contact Management,1296816,13400
3835 9th St N Unit 404W,3835 9th St N Unit 404W,Arlington,VA,22203,3 hrs,Not specified,,2200.0,Contact Management,1296816,13400
820 N Pollard St Unit 508,820 N Pollard St Unit 508,Arlington,VA,22203,3 hrs,Not specified,,2850.0,Contact Management,1296816,13400
722 N Tazewell St,722 N Tazewell St,Arlington,VA,22203,1 day,Not specified,,4000.0,Contact Management,1296816,13400
The View at Liberty Center,4000 Wilson Blvd, Arlington,VA,22203,New,Not specified,2.0,4150.0,Contact Management,1296816,13400
634 N Nelson St,634 N Nelson St,Arlington,VA,22203,1 day,Not specified,,4050.0,Contact Management,1296816,13400
851 N Glebe Rd Unit 2009,851 N Glebe Rd Unit 2009,Arlington,VA,22203,1 day,Not specified,,3600.0,Contact Management,1296816,13400
851 N Glebe Rd,851 N Glebe Rd,Arlington,VA,22203,1 day,Not specified,,1550.0,Contact Management,1296816,13400
225 N Galveston St,225 N Galveston St,Arlington,VA,22203,2 days,Not specified,,3450.0,Contact Management,1296816,13400
Thomas Court,470 N Thomas St, Arlington,VA,22203,New,Not specified,2.0,2895.0,Contact Management,1296816,13400
Thomas Place,461 N Thomas St, Arlington,VA,22203,1 wk,Not specified,4.0,3695.0,Contact Management,1296816,13400
Gates Of Ballston,4207 N Pershing Dr, Arlington,VA,22203,2 wks,Not specified,3.0,2200.0,Contact Management,1296816,13400
Avalon Columbia Pike,1028 S Walter Reed Dr, Arlington,VA,22204,New,18,2.0,2490.0,Yes,1837543,27500
Serrano Apartments,5535 Columbia Pike, Arlington,VA,22204,10 hrs,18,3.0,1990.0,Yes,1837543,27500
Wildwood Park,5550 Columbia Pike, Arlington,VA,22204,4 days,53,3.0,2700.0,No,1837543,27500
Dominion Plaza,1200 S Court House Rd, Arlington,VA,22204,4 hrs,49,2.0,1770.0,Contact Management,1837543,27500
Westmont Gardens Apartments,3860 Columbia Pike, Arlington,VA,22204,10 hrs,39,3.0,2240.0,Contact Management,1837543,27500
Infinity Apartments,955 S Columbus St, Arlington,VA,22204,11 hrs,32,3.0,2384.0,Contact Management,1837543,27500
Pike 3400,3400 Columbia Pike, Arlington,VA,22204,1 day,64,2.0,3645.0,Contact Management,1837543,27500
Dorchester Apartments,2040 Columbia Pike, Arlington,VA,22204,1 wk,38,3.0,2600.0,Contact Management,1837543,27500
Dominion Towers,1201 S Courthouse Rd, Arlington,VA,22204,2 wks,68,2.0,2100.0,Contact Management,1837543,27500
Dorchester Towers,2001 Columbia Pike, Arlington,VA,22204,2 wks,60,3.0,2300.0,Contact Management,1837543,27500
Oakland Apartments,3710 Columbia Pike, Arlington,VA,22204,2 wks,28,3.0,1880.0,Contact Management,1837543,27500
The Wellington,1850 Columbia Pike, Arlington,VA,22204,3 hrs,Not specified,3.0,7727.0,Contact Management,1837543,27500
Columbia Crossing,1957 Columbia Pike, Arlington,VA,22204,New,Not specified,3.0,2620.0,Contact Management,1837543,27500
Siena Park,2301 Columbia Pike, Arlington,VA,22204,1 day,Not specified,2.0,2732.0,Contact Management,1837543,27500
55 Hundred,5500 Columbia Pike, Arlington,VA,22204,New,Not specified,2.0,2445.0,Contact Management,1837543,27500
Wildwood Towers,1075 S Jefferson St, Arlington,VA,22204,New,Not specified,3.0,2125.0,Contact Management,1837543,27500
Columbia Park,942 S Wakefield St, Arlington,VA,22204,1 wk,Not specified,3.0,2305.0,Contact Management,1837543,27500
Fillmore Garden Apartments,805 S Walter Reed Dr, Arlington,VA,22204,2 wks,Not specified,1.0,1299.0,Contact Management,1837543,27500
Greenbrier Apartments,835-871 S Greenbrier St, Arlington,VA,22204,2 wks,Not specified,2.0,1275.0,Contact Management,1837543,27500
Barcroft Apartments,1130 S George Mason Dr, Arlington,VA,22204,2 wks,Not specified,2.0,1425.0,Contact Management,1837543,27500
2200 Columbia Pike,2200 Columbia Pike, Arlington,VA,22204,2 wks,Not specified,2.0,2177.0,Contact Management,1837543,27500
2121 Columbia Pike Apartments,2121 Columbia Pike, Arlington,VA,22204,2 wks,Not specified,2.0,2215.0,Contact Management,1837543,27500
Shawnee Apartments,700 S Court House Rd, Arlington,VA,22204,2 wks,Not specified,3.0,2095.0,Contact Management,1837543,27500
Myerton Apartments,108 S Courthouse Rd, Arlington,VA,22204,New,Not specified,3.0,2765.0,Contact Management,1837543,27500
5101 8th Rd S Unit 410,5101 8th Rd S Unit 410,Arlington,VA,22204,1 day,Not specified,,1800.0,Contact Management,1837543,27500
5111 8th Rd S Unit 14,5111 8th Rd S Unit 14,Arlington,VA,22204,New,Not specified,,1300.0,Contact Management,1837543,27500
1016 S Wayne St Unit 1006,1016 S Wayne St Unit 1006,Arlington,VA,22204,1 day,Not specified,,1975.0,Contact Management,1837543,27500
1016 S Wayne St Unit 1006,1016 S Wayne St Unit 1006,Arlington,VA,22204,1 day,Not specified,,1975.0,Contact Management,1837543,27500
313 S Wayne St,313 S Wayne St,Arlington,VA,22204,New,Not specified,,1000.0,Contact Management,1837543,27500
10 S Montana St,10 S Montana St,Arlington,VA,22204,2 days,Not specified,,3990.0,Contact Management,1837543,27500
2038 Columbia Pike Unit 4,2038 Columbia Pike Unit 4,Arlington,VA,22204,1 wk,Not specified,0.0,1250.0,Contact Management,1837543,27500
800 S Arlington Mill Dr Unit 101,800 S Arlington Mill Dr Unit 101,Arlington,VA,22204,1 wk,Not specified,,1600.0,Contact Management,1837543,27500
4195 S Four Mile Run Dr Unit 202,4195 S Four Mile Run Dr Unit 202,Arlington,VA,22204,1 wk,Not specified,,2200.0,Contact Management,1837543,27500
2201 S Glebe Rd,2201 S Glebe Rd,Arlington,VA,22204,2 hrs,Not specified,,4400.0,Contact Management,1837543,27500
4123 S Four Mile Run Dr Unit A,4123 S Four Mile Run Dr Unit A,Arlington,VA,22204,2 hrs,Not specified,,2400.0,Contact Management,1837543,27500
3209 9th St S,3209 9th St S,Arlington,VA,22204,2 hrs,Not specified,,1700.0,Contact Management,1837543,27500
2914 13th Rd S Unit 14201,2914 13th Rd S Unit 14201,Arlington,VA,22204,2 hrs,Not specified,,1695.0,Contact Management,1837543,27500
1634 S Taylor St,1634 S Taylor St,Arlington,VA,22204,2 hrs,Not specified,,3650.0,Contact Management,1837543,27500
750 S Dickerson St Unit 410,750 S Dickerson St Unit 410,Arlington,VA,22204,2 hrs,Not specified,,1900.0,Contact Management,1837543,27500
4500 S Four Mile Run Dr Unit 827,4500 S Four Mile Run Dr Unit 827,Arlington,VA,22204,2 hrs,Not specified,,1650.0,Contact Management,1837543,27500
851 S Glebe Rd Unit 105,851 S Glebe Rd Unit 105,Arlington,VA,22204,2 hrs,Not specified,,2600.0,Contact Management,1837543,27500
4500 S Four Mile Run Dr Unit 413,4500 S Four Mile Run Dr Unit 413,Arlington,VA,22204,2 hrs,Not specified,,2200.0,Contact Management,1837543,27500
4241 Columbia Pike Unit 404,4241 Columbia Pike Unit 404,Arlington,VA,22204,3 hrs,Not specified,,1295.0,Contact Management,1837543,27500
3408 17th St S,3408 17th St S,Arlington,VA,22204,3 hrs,Not specified,,2375.0,Contact Management,1837543,27500
4149 S Four Mile Run Dr Unit 202,4149 S Four Mile Run Dr Unit 202,Arlington,VA,22204,3 hrs,Not specified,,1795.0,Contact Management,1837543,27500
1503 S George Mason Dr Unit 23,1503 S George Mason Dr Unit 23,Arlington,VA,22204,3 hrs,Not specified,,1500.0,Contact Management,1837543,27500
750 S Dickerson St Unit 107,750 S Dickerson St Unit 107,Arlington,VA,22204,3 hrs,Not specified,,1500.0,Contact Management,1837543,27500
1812 9th St S,1812 9th St S,Arlington,VA,22204,3 hrs,Not specified,,2850.0,Contact Management,1837543,27500
2904 13th Rd S Unit 4102,2904 13th Rd S Unit 4102,Arlington,VA,22204,3 hrs,Not specified,,1550.0,Contact Management,1837543,27500
5049 12th St S,5049 12th St S,Arlington,VA,22204,3 hrs,Not specified,,2400.0,Contact Management,1837543,27500
851 S Glebe Rd Unit 1505,851 S Glebe Rd Unit 1505,Arlington,VA,22204,3 hrs,Not specified,,2850.0,Contact Management,1837543,27500
4061 S Four Mile Run Dr Unit 404,4061 S Four Mile Run Dr Unit 404,Arlington,VA,22204,3 hrs,Not specified,,2300.0,Contact Management,1837543,27500
5565 Columbia Pike Unit 612,5565 Columbia Pike Unit 612,Arlington,VA,22204,New,Not specified,,1500.0,Contact Management,1837543,27500
851 S Glebe Rd Unit 805,851 S Glebe Rd Unit 805,Arlington,VA,22204,3 hrs,Not specified,,2750.0,Contact Management,1837543,27500
916 S George Mason Dr,916 S George Mason Dr,Arlington,VA,22204,New,Not specified,,2800.0,Contact Management,1837543,27500
851 S Glebe Rd Unit 704,851 S Glebe Rd Unit 704,Arlington,VA,22204,3 hrs,Not specified,,2900.0,Contact Management,1837543,27500
4500 S Four Mile Run Dr Unit 203,4500 S Four Mile Run Dr Unit 203,Arlington,VA,22204,3 hrs,Not specified,,2000.0,Contact Management,1837543,27500
1628 10th St S,1628 10th St S,Arlington,VA,22204,New,Not specified,,2400.0,Contact Management,1837543,27500
4428 S Four Mile Run Dr,4428 S Four Mile Run Dr,Arlington,VA,22204,3 hrs,Not specified,,2900.0,Contact Management,1837543,27500
3601 5th St S Unit 501,3601 5th St S Unit 501,Arlington,VA,22204,3 hrs,Not specified,,1600.0,Contact Management,1837543,27500
1020 S Highland St Unit 422,1020 S Highland St Unit 422,Arlington,VA,22204,3 hrs,Not specified,,3050.0,Contact Management,1837543,27500
4500 S Four Mile Run Dr Unit 124,4500 S Four Mile Run Dr Unit 124,Arlington,VA,22204,3 hrs,Not specified,,2100.0,Contact Management,1837543,27500
4500 S Four Mile Run Dr Unit 931,4500 S Four Mile Run Dr Unit 931,Arlington,VA,22204,3 hrs,Not specified,,1595.0,Contact Management,1837543,27500
